Revenue,Expenses,Profit,Assets,Liabilities,Equity,MarketCap,Dividends,EarningsPerShare,PriceEarningsRatio,Beta,Volatility,DebtToEquityRatio,EconomicIndicator,MarketSentiment,GrossMargin,TotalProfit,ROI,ScenarioRevenue,NetIncome,IndustryROABenchmark,RevenueRank,EconomicGrowthRate,CustomerSatisfactionScore,CustomerIncomeGroup,pca-one,pca-two
43662.0,253839,96159,3929575,410622,9307767,38483683,18391,-3.802447552763233,23.22577892808696,2.2050926020707315,0.3893957710569962,0.0441160592008803,-0.5622875292409727,0.7896333121210553,-210177.0,12271563,0.0244705852414065,45671.6702399159,-210177.0,0.0086240160613783,1.0,-0.0022042100893512,4,Low,-2.603787609906603,1.4363330472704778
446069.0,8930,11400,3171129,196763,8855690,38876832,43701,9.353191891311138,9.57489595574454,2.409436987952186,0.1721151840227044,0.0222188220229027,-1.0128311203344238,0.0951847523074724,437139.0,10228621,0.003594934170133,522241.0917355373,437139.0,0.0086240160613783,1.0,0.0080203357078273,4,Low,0.7441346667537552,0.965397289822066
226850.0,353779,96055,4387425,935247,7261271,3546402,10703,-6.531548644870446,26.6517598543943,1.4273072794585386,0.2882828561999984,0.1287993520693553,0.3142473325952739,0.6345955399249874,-126929.0,12271563,0.0218932517364969,268777.18819393823,-126929.0,0.0086474715956308,1.0,0.0288707977644628,8,Low,-2.215601969947194,0.3296739801487098
297141.0,475434,82629,6683138,581713,8665535,5007012,10758,9.177370332701084,19.222183293893263,0.701151621668348,0.4437593766527091,0.0671294963323095,-0.9080240755212108,-0.0953634309633997,-178293.0,11945424,0.0123638027525393,298205.839292019,-178293.0,0.0086240160613783,1.0,0.0228677411238258,1,High,-2.1809628542160024,0.7519723453341255
954367.0,480810,2903,7184678,158092,2031749,38568751,16597,-3.123809215871068,31.47997046671332,0.9554019210688844,0.2172466213792794,0.0778107925732952,-1.4123037013352917,0.2871553903930499,473557.0,10228621,0.0004040542944304,936358.0203779148,473557.0,0.0086377713795713,1.0,0.018527947213144,10,Medium,1.425218189967829,-1.0321086559759685
187265.0,13533,23278,7764214,185157,133180,45632936,30219,-5.744091164546353,11.9616424263766,1.2130486098356448,0.4935973729928046,1.3902763177654305,1.465648768921554,0.0528053218722264,173732.0,11945424,0.0029981141684142,170687.87642894217,173732.0,0.0086240160613783,1.0,0.0256484235860012,4,High,-1.0292996790050637,-1.1378699104142505
1287716.405704521,102672,91886,8486670,474609,7053749,1535809,6297,0.5479647303717972,11.047167447153944,2.4254258863494926,0.2568534642028691,0.0672846453708517,-0.2257763004865356,0.4631790435106637,1185044.405704521,12271563,0.0108270970828369,1524075.1413939833,1185044.405704521,0.0086240160613783,1.0,0.0363579780613581,4,High,5.017382989916652,0.3506773090432754
900323.0,382944,88396,978535,839532,2297044,57092689,8122,-0.6941527850886668,31.64204501264451,1.7236745329001215,0.4862921802856353,0.3654836389725229,0.0675282046879238,-0.8367400359388208,517379.0,9976726,0.0903350416694344,771690.0012183703,517379.0,0.0086377713795713,1.0,0.0177895753646294,1,High,1.3111851556875065,1.4416767578561975
231853.0,173246,13547,5013832,991180,5607972,32742955,7341,-9.958741494189749,13.112319263929894,0.8316559278078111,0.4445551686958843,0.1767448196959614,-1.4247481862134568,-0.8792958320188724,58607.0,10228621,0.0027019253935911,239256.4906781573,58607.0,0.0086240160613783,1.0,0.0206936980265806,3,Medium,-1.4609065324645858,0.04947852913714003
19377.0,72853,33936,7962980,676172,595653,79204782,15722,-9.268205274780218,45.79466316883834,0.8623928447585374,0.1659780224972132,1.135177695738962,-0.5443827245251827,-0.5057935319797071,-53476.0,11945424,0.0042617211144571,17691.590613483466,-53476.0,0.0086240160613783,1.0,0.021925969187313,5,Low,-2.351756606534875,-1.0995040002814331
829572.0,17132,30610,6597454,461568,9690077,41174967,28924,0.1348332204431628,22.50719916514865,1.5530349805111368,0.4879733337882472,0.0476330580242035,0.110922589709866,-0.6809106397736233,812440.0,9976726,0.0046396685751806,756240.586176161,812440.0,0.0086377713795713,1.0,0.0439210963527399,6,High,2.480839719141246,0.551914597525598
973777.0,323567,13770,4722747,228218,3836778,81400766,44312,6.7651128409171655,21.66884872601081,1.0749752966716408,0.4966343265394848,0.0594816796801899,-1.1509935774223028,0.7435671331844034,650210.0,10228621,0.0029156759826431,936761.238443769,650210.0,0.0086240160613783,1.0,-0.0009935626441902,9,High,2.362946589025442,-0.20665758950071933
294938.0,347861,37989,7339254,34346,7447197,91011049,15569,-1.790945873751772,42.22404217552687,2.131337672617677,0.1781413247612248,0.004611936544716,0.3756980183456719,-0.5615720252839114,-52923.0,10228621,0.0051761391552874,353783.196361439,-52923.0,0.0086377713795713,1.0,0.026832230147888,9,Low,-1.4904825069369831,-0.08993134678006229
507125.0,392992,36663,5944538,542213,6379972,82310160,14974,6.047536568293779,13.50484621601164,1.944697789989843,0.2947393817687321,0.0849867366189068,-0.600638689918805,0.9517305116382626,114133.0,11945424,0.0061675104103969,416849.91534245794,114133.0,0.0086240160613783,1.0,0.0188519775124093,9,High,-0.709920210946012,-0.2007263195707034
85347.0,16860,39557,460596,376993,1408548,37543977,20788,9.024287081164385,5.929310857193572,2.2535915383474934,0.4540316367124148,0.2676465409769493,-0.2916937497932768,-0.3262084164577863,68487.0,12271563,0.0858822047955258,88028.32342328671,68487.0,0.0086240160613783,1.0,0.0256677172618417,1,Medium,-1.569609005343314,1.9676159599495013
950208.0,23800,63112,6731616,302795,7893417,33479337,7768,3.393911226998254,7.956044246676014,2.244589136028339,0.4230466998512135,0.0383604464327679,-0.6017066122293969,-0.6357641686226014,926408.0,11945424,0.0093754605134933,791550.6900569539,926408.0,0.0086240160613783,1.0,0.0134262744600527,9,High,3.0595762022547834,0.590856894828722
431227.0,115872,70339,9637208,162810,5692723,49047059,45880,-3.674595616594692,19.404592721023167,0.93588512337974,0.3343144814138803,0.0285996701402826,1.8522781845089376,0.5793970142849583,315355.0,12271563,0.0072986906581242,371635.0215817287,315355.0,0.0086240160613783,1.0,0.0195103496914154,8,High,-0.03463812125556282,-0.6779216872419537
1517242.502653841,317061,65230,5901388,388783,7828294,66071446,29204,3.7129424272872384,6.733895897480549,1.2672721566804033,0.373982897010142,0.0496638220281455,-0.0134972247379339,0.3174155510017522,1200181.502653841,12271563,0.0110533318602335,1480563.4332628318,1200181.502653841,0.0086474715956308,1.0,0.0271141057946549,2,Low,5.234857335026413,0.20136035486511944
500552.0,498643,93648,9513963,134321,5825011,56562877,1183,2.4785167770926275,37.05643063224957,2.2866492340938347,0.3921985040855829,0.0230593555960666,-1.0577109289559004,-0.003608567093722,1909.0,11945424,0.0098432167541538,502646.3358662896,1909.0,0.0086240160613783,1.0,0.0511291020104384,1,High,-1.0794307096956894,0.8062729908726268
824838.0,236700,18296,1253302,431954,7573506,33587876,9569,-8.649516599127642,13.17769562203874,1.0771145904154296,0.2344264076772785,0.0570348792223839,0.822544912103189,0.1107271018752624,588138.0,9976726,0.0145982372963579,745255.125012231,588138.0,0.0086240160613783,1.0,0.0280803618940207,1,High,1.5104960475407954,0.7362324681460334
90566.0,185792,87336,9021875,147414,6298924,8180004,12612,-2.6929779187130087,19.46216333992069,1.2000048992228558,0.1681397150096346,0.0234030447104934,-1.2208436499710222,0.4384035565445277,-95226.0,12271563,0.0096804710772428,83916.90260590895,-95226.0,0.0086377713795713,1.0,0.0115193440196949,6,Medium,-2.2411045121784845,0.16436282312932524
918433.0,48231,29427,1148349,240406,9674913,46236639,21402,-1.2722637285819085,17.63926767835509,2.4784483323828344,0.3141744628958133,0.0248483888175531,0.2088635950047554,-0.5430905173374025,870202.0,11945424,0.0256254849353288,766695.752525887,870202.0,0.0086240160613783,1.0,0.0157624031797729,9,Low,2.797069776840973,1.4228360507003948
932970.0,128227,88395,1770277,378264,8590354,4317238,30828,7.299798106595944,33.44355679724026,1.9091286885879384,0.2414289038290467,0.0440335753334495,-1.959670123879776,0.992667832113484,804743.0,12271563,0.0499328636139993,859533.9846932682,804743.0,0.0086240160613783,1.0,0.0154658589161614,7,Low,2.5819728191475897,2.2425592477488268
59230.0,218577,8915,6682403,964807,8262935,19967098,40639,6.261964350291606,30.734400371192297,1.3505219239658734,0.1842875704286547,0.116763232434964,-1.3281860488984305,0.9495863242935664,-159347.0,11945424,0.0013341009214798,70283.70254580384,-159347.0,0.0086240160613783,1.0,0.0020435682736998,5,Medium,-2.528693349989665,-0.46810890055650384
696313.0,424687,37795,7243777,936564,2592869,26958155,36758,2.9233623047332635,7.61696858686474,2.397368864183786,0.3593449458777941,0.3612076043949771,0.1968612358691235,0.3006513726938737,271626.0,12271563,0.0052175819327403,820175.2124218043,271626.0,0.0086240160613783,1.0,0.0166990980829856,2,High,0.4390194652036069,-1.0516303021452906
337367.0,138929,61213,4481304,49946,4603100,36905608,32118,-8.146246043835625,5.154881543054094,2.320400101906747,0.15784323840066,0.0108505137841889,0.7384665799954104,-0.6009150981417097,198438.0,12271563,0.0136596401404591,315084.3536434577,198438.0,0.0086377713795713,1.0,0.0273282908182174,1,Low,-0.62866359810066,0.6326538774439444
536085.0,356658,87513,1141920,157143,5911665,10304769,16579,3.288700197512197,32.664872128781155,2.118697350879076,0.1077214238736834,0.0265818513058503,0.1713682811899705,0.3604564848625826,179427.0,10228621,0.0766367171080285,551278.4929719999,179427.0,0.0086474715956308,1.0,0.007257678809232,2,Low,-0.3631228377973138,1.6995184462269062
338437.0,10647,92958,1754826,102939,3298288,61113048,49743,3.768426125767803,17.764897009351753,1.490982087790491,0.237172273491455,0.031209827643917,-0.1156482823882405,-0.8556031820416483,327790.0,10228621,0.0529727733689835,393885.8941525658,327790.0,0.0086377713795713,1.0,0.0304848265105059,1,High,0.02614865485833653,1.9587745374348022
693237.0,100437,45349,8732872,867629,3096060,47373963,2681,-3.315367371253255,8.439305273433844,1.909873474857216,0.3792892674907611,0.2802364941247908,-0.3011036955892888,-0.938694995588388,592800.0,9976726,0.005192907900173,556304.3418624429,592800.0,0.0086474715956308,1.0,0.0248777482108433,3,High,1.2153509446733266,-0.8809508936227208
82560.0,458041,80466,5670963,290921,2092454,79493493,32939,-9.666690711175352,15.56769065713072,1.7984042134447509,0.4005073942239354,0.1390334028848424,-1.4785219903674274,-0.4846342229775726,-375481.0,10228621,0.0141891244926126,92820.01422682864,-375481.0,0.0086377713795713,1.0,0.0126576667802896,6,Low,-3.0824661684225143,0.32978658041626685
678025.0,121279,68398,2659224,348651,9642180,99710982,26315,8.832558626823463,35.301225818868,1.7311136606816353,0.4559700456619116,0.036158939161061,-0.7198442083947086,-0.0747540865213673,556746.0,10228621,0.0257210374154264,799627.3064118826,556746.0,0.0086474715956308,1.0,0.0185847036266215,8,High,1.6365805036360295,1.5057488802516692
180487.0,273685,11004,9503821,855292,9851580,75646740,6272,-0.6576050150798967,48.65239428882739,1.133842054700506,0.2024014748216286,0.0868177490311198,-0.4606387709597875,0.736545010816761,-93198.0,10228621,0.0011578500899795,150982.8431250643,-93198.0,0.0086240160613783,1.0,0.0359832180764103,3,Low,-2.185389656086379,-0.5235685306912576
630084.0,454861,38937,9038527,40119,3043826,62571030,28531,8.814126958930814,43.09759728825127,2.445064710555548,0.3903697398704041,0.0131804511821635,1.0571222262189155,0.454338139532616,175223.0,9976726,0.0043078922041168,544757.4415225468,175223.0,0.0086474715956308,1.0,0.0273354781350586,10,High,-0.19770841614353268,-1.0019423910758958
405019.0,433976,88114,8798778,575023,6511854,33829495,24459,1.058062161456526,25.86144993006713,1.6100641234033626,0.2023685281315566,0.0883040375290969,0.3436182895684614,0.4854130423999621,-28957.0,12271563,0.0100143451738411,479663.4027208606,-28957.0,0.0086377713795713,1.0,0.0200878365489814,9,High,-1.3139810025196788,-0.6197176000781601
296036.0,432904,21608,1532628,19493,4366752,98864843,37707,-1.4409160474307503,21.649109485403443,1.7532533452414123,0.3709256919994768,0.0044639585669165,-1.763040155362734,-0.1490133311038493,-136868.0,9976726,0.0140986592963197,300481.29358508537,-136868.0,0.0086240160613783,1.0,0.0176231668303901,10,Medium,-1.741258444753673,1.0681366752685388
459092.0,330883,67631,6460806,905675,4530312,71495660,16421,3.9806296760919686,37.415639462037376,1.3894890196504368,0.1819972135476609,0.1999144871258315,0.324083969394795,-0.3081300149060741,128209.0,9976726,0.0104678889909401,369880.624525157,128209.0,0.0086377713795713,1.0,0.0207660907045165,5,High,-0.8935319919150643,-0.5781657911700934
889602.0,485528,-6285,4265026,249170,3066088,50905661,8360,-5.830748729024915,37.9442434792771,1.7406873291597225,0.3017004288464544,0.081266421576941,-0.3850822804163165,-0.2579224740307946,404074.0,10228621,-0.0014736135254509,803357.5765456132,404074.0,0.0086377713795713,1.0,0.0148823644205769,7,Medium,0.971475750476966,-0.586958568919666
401113.0,191838,54538,4981605,94179,1807949,84101104,7254,7.436626403257286,9.37000276386902,1.806841461069283,0.4015766736001283,0.0520916242659499,-0.6769220003059587,0.9752991274721156,209275.0,9976726,0.0109478772403673,393081.70280680206,209275.0,0.0086474715956308,1.0,-0.0010474950571901,8,High,-0.3300743150194684,-0.09231319097442642
633125.0,454311,80819,5154930,129689,9423488,33194270,17445,-9.203103931600548,38.45224368111061,1.627756732979846,0.1424623267782455,0.0137623139117914,0.6116762888408679,-0.919781617175035,178814.0,11945424,0.0156780014471583,681979.1817170224,178814.0,0.0086474715956308,1.0,0.0404217791053473,3,Low,-0.20674879964661227,0.8686470705024132
612185.0,414512,5609,155865,609301,8735651,93164955,40506,-7.78816614120773,38.70028756715323,1.870925617704657,0.3007577739051356,0.0697487800279567,1.030999522495951,0.7340629922448971,197673.0,12271563,0.0359862701696981,669279.9144358707,197673.0,0.0086377713795713,1.0,0.021553249991994,2,Low,-0.07100450410022956,0.7783263678017212
96748.0,430384,31820,9199585,516249,9118699,3164583,8042,6.309426859430264,30.09347960964529,1.4746577244200632,0.1973011388986679,0.0566143262322837,0.9312801191161986,0.1573508171447868,-333636.0,12271563,0.0034588516764614,115920.4162130048,-333636.0,0.0086240160613783,1.0,0.0239814726512253,2,High,-3.160979850748282,-0.5962573992332062
542661.0,281348,34537,7463191,200247,9142304,67999311,27169,6.668435618501178,22.62726960050629,0.5274733482402896,0.1277628305164899,0.021903340777117,-0.8392175232226385,-0.122769161620819,261313.0,10228621,0.0046276451989504,496537.245987516,261313.0,0.0086474715956308,1.0,0.0194209225012309,5,High,-0.05675382376717623,-0.09844415876610897
117692.0,153334,52443,9235736,67332,689205,48171839,14672,1.2245047653500798,5.775195565614239,0.7587371485950425,0.2705494683401117,0.0976951705225586,-0.3092123758512146,0.450515320830273,-35642.0,12271563,0.0056782697123434,119491.28009164183,-35642.0,0.0086474715956308,1.0,0.0126488319927541,1,Low,-1.9249657691462891,-0.8243144862679935
460103.0,264273,19390,9692486,676446,9024609,77656973,49894,6.9423588656568,13.171557579005938,1.824296041245836,0.3419330517213224,0.0749557127627357,0.3312634314035639,-0.0266621171505943,195830.0,10228621,0.0020005187523613,466235.9057363392,195830.0,0.0086377713795713,1.0,0.0181407551905122,2,High,-0.2564417379939947,-0.8208405276414231
256978.0,165551,-9843,7692677,125645,5020596,9768626,33645,-5.37622883839326,17.302613024289926,1.073538669231394,0.3400079833553471,0.0250259132581072,0.9755451271223592,0.7468464761633211,91427.0,9976726,-0.0012795285698333,247279.16299289287,91427.0,0.0086474715956308,1.0,0.0040060523780568,9,Medium,-1.1569853102353032,-1.2962945465250866
943953.0,333830,-4839,2571886,677747,1460314,19690644,43317,-4.359108032410097,7.815925926252452,2.233511396329704,0.4118243254820428,0.4641104584356515,-0.4791742378452899,0.801403728022517,610123.0,11945424,-0.0018814986356315,819034.7508712937,610123.0,0.0086377713795713,1.0,0.042770864980533,7,Medium,1.7534628214328325,-0.3908300661371062
47760.0,438165,39191,4153415,368768,6386060,81016428,45664,-9.930399750508132,7.6056299765514,1.8585670874603388,0.0746780255568876,0.0577457775216643,-0.1856589766638171,-0.1565581462530891,-390405.0,12271563,0.0094358497766295,56881.33018306412,-390405.0,0.0086240160613783,1.0,0.007654880015776,6,Medium,-3.2400488820224718,0.04197107495266987
234719.0,385167,8552,7438827,894539,7059459,89983011,23393,0.1797362238371853,16.881535172692335,1.6382744419248814,0.180732883602482,0.1267149508198857,-1.1063349740060282,-0.4463444055298968,-150448.0,12271563,0.0011496436198879,267891.1026948778,-150448.0,0.0086240160613783,1.0,0.0096803371615282,9,Medium,-2.079823344053168,-0.9254389268689024
507940.0,462847,32110,2567496,933114,6332133,75987436,40011,7.76428582836726,38.858042091518286,0.691072604504789,0.1675670641607228,0.1473617183972604,-1.1962066240806708,0.1847006571867244,45093.0,12271563,0.0125063485980114,507601.31135671,45093.0,0.0086474715956308,1.0,0.0155974079561359,7,Medium,-1.013097704974105,-0.07004083431485295
408186.0,255881,20194,9600398,377597,400641,1130992,27387,5.285002651704112,23.875303813271508,2.0500344683472207,0.1478601495953032,0.942482172318859,0.812525822394198,0.8247266912333819,152305.0,11945424,0.0021034544609504,425043.3344414813,152305.0,0.0086240160613783,1.0,0.0328807572485237,5,High,-0.7897281157232413,-1.6483162161706955
60564.0,164845,91170,8277560,277669,4079503,87398133,48507,3.7035258579980894,24.855580638723016,2.305321220922263,0.1628101909696061,0.0680644186313872,1.356240028570823,-0.5786756219886668,-104281.0,11945424,0.0110141152706836,53956.73537911496,-104281.0,0.0086240160613783,1.0,0.0201450899926265,9,High,-2.1273901981165135,-0.30121659135277207
318111.0,94593,41534,9510566,232121,331565,86085866,43994,9.176160450796344,21.732273384638773,1.8984521067297773,0.1437330396060882,0.7000769079969237,-0.0720101215803338,0.2459331671269655,223518.0,10228621,0.0043671428177881,323682.6594997556,223518.0,0.0086474715956308,1.0,0.0076386420396953,6,Medium,-0.4504098952875152,-1.4711793748859643
336305.0,193130,9776,4355782,176162,3772348,38122487,7254,-6.204985503039406,41.80884625628104,0.7938990570542284,0.4366096097956695,0.0466982367480412,1.0035328978920242,0.2631204401850411,143175.0,10228621,0.0022443731114183,362532.7722477672,143175.0,0.0086474715956308,1.0,0.0325433836075733,6,High,-0.9248198879307814,-0.19079273698374327
77470.0,201003,1521,918041,912860,9048828,90421892,13075,2.405582350970404,40.29734133247141,1.0523660775440598,0.4237815112880126,0.1008815727296396,0.3616360250476341,0.4662260448305619,-123533.0,9976726,0.0016567887490863,77939.99587564362,-123533.0,0.0086240160613783,1.0,0.0273100062678548,4,High,-2.3615084856757047,0.6719653776880316
214668.0,362624,95514,9606507,157406,2460322,77201849,23016,-8.908827606652403,29.042172034095685,0.9695884256222824,0.432345355699444,0.0639778045312768,-0.6451197546051243,-0.7368646297454804,-147956.0,9976726,0.0099426357572008,256767.41479965125,-147956.0,0.0086377713795713,1.0,0.0253843495721645,1,Medium,-2.023487389115635,0.019507222618328202
110087.0,205631,64138,1492149,243599,5102981,9522351,49834,2.5282434997083847,41.37618697839491,0.7544518302994896,0.4622805561465645,0.0477366072889552,0.3613956055084139,0.4316499293641771,-95544.0,10228621,0.0429836430544134,114989.90756453737,-95544.0,0.0086474715956308,1.0,0.0271573424117084,5,High,-2.1564318407244505,1.4318363642062497
949726.0,114605,81728,9653110,290120,1712205,43278629,18653,7.601446975260568,8.110340301281145,2.123686800500126,0.2761745181542905,0.1694423272914166,1.5380365664659692,0.818065041331282,835121.0,11945424,0.0084664942179256,900710.1520661241,835121.0,0.0086474715956308,1.0,0.0439436190058245,9,High,2.7544103845311856,-1.0223876287328846
687027.0,221593,65287,7300754,220870,4455809,23248298,49629,-5.105193110580004,37.23037453121468,1.4853039078260375,0.1984341898311303,0.0495690008256637,-0.0358260391099515,-0.6406337822595161,465434.0,11945424,0.0089425010074301,761817.3164307305,465434.0,0.0086474715956308,1.0,0.0418509489503611,8,High,1.030307914175764,-0.021132307090719435
704856.0,65092,94990,8362989,740128,9621045,46323496,22092,-6.2203875466148695,37.91676681203434,1.6691963295649983,0.3389520918549018,0.0769280260096486,1.5646436558140062,-0.5249133501522447,639764.0,9976726,0.0113583791632393,611945.409625356,639764.0,0.0086240160613783,1.0,0.013132846569967,8,Medium,1.5620599595070446,-0.08210956928088844
587939.0,325540,-3494,3792610,262445,2693322,99558937,23772,4.384300645891074,23.56075528560907,1.3078967874871217,0.3029474904453998,0.0974428605268883,-2.6197451040897444,0.9427901880832792,262399.0,12271563,-0.0009212653027862,560779.9371978595,262399.0,0.0086377713795713,1.0,0.0362388499281115,5,High,0.016292266246996735,0.29499636006930174
396198.0,39654,52319,4467669,170427,6347095,42055206,10433,-6.06846762516335,29.52508959819368,1.657646737130817,0.1027615090341062,0.0268511815247762,0.8219025043752238,-0.6380460945810205,356544.0,9976726,0.0117105810658757,371944.1768886795,356544.0,0.0086377713795713,1.0,0.023831681897589,9,Low,-0.015110078180604817,0.3453747737964075
89019.0,80875,83904,6927223,840327,5535554,15531073,36116,-4.193565223092028,38.82089397267842,1.9505631510649224,0.2725049781635576,0.1518054019525417,0.0870470682381712,0.7087701867391583,8144.0,11945424,0.0121122129315022,86590.8143197597,8144.0,0.0086474715956308,1.0,0.0249909581613774,3,Low,-1.9312234039173601,0.06821182379510804
424502.7822531132,485750,22184,5506813,866725,7838797,31752194,31623,6.793077131539359,21.57674171516501,1.3084172139406849,0.135613611190819,0.1105686242417044,-0.2990073504658674,-0.0154442871039304,-61247.21774688677,9976726,0.0040284643767638,472349.3102889301,-61247.21774688677,0.0086377713795713,1.0,0.0030772916835667,3,Medium,-1.4133074060805595,-0.6761928089840684
150513.0,156101,256,6853544,164738,5599997,5059134,49133,0.9387707375012724,40.71426876739386,0.8972332890815189,0.2320044822325386,0.0294175157593834,0.0917607765355023,-0.5055378511936459,-5588.0,9976726,3.735293739997876e-05,149560.13423600438,-5588.0,0.0086377713795713,1.0,0.018296142346118,1,Low,-1.754903275362486,-0.2566951573098552
287142.0,489481,91992,2826486,576938,2064666,4729368,20300,2.5139532672093665,33.44845598195764,0.6766016494394975,0.4173303295343035,0.2794340585838097,-1.9875689146008928,0.7414998025450228,-202339.0,10228621,0.0325464198301353,320911.5589113076,-202339.0,0.0086240160613783,1.0,0.0118717640966343,9,Medium,-2.2589009860406137,0.8911251125043789
